kilogram,"🔺,📏,🧺,📍,🔵(Thelastoneisabluecircle,representingthestandardizedmass-volumecomparisoncylinderusedinthedefinitionofthekilogram.)"
scale,"📈,📉,🔭,🌐,📊"
cluster,"🌐,🔄,🌋,🌀,🔍"
nebulae,"🌟,istant_object,💭,💫,🌌"
galaxy,"🌌,🪐,🌟,🛰,🪄"
hole,"🕳️,🌭,🗓,🌐,🌵"
value,"💰,💼,📈,📉,🌟"
constant,"⏳,🔄,🔁,♻️,🔁"
timeline,"⏳,📅,📉,📈"
redefinition,"🔄,💡,📝,🔍,🔄(Iincludedthe🔄emojitwicefortheconceptof'repetition'inredefinition)"
issue,"🚧,💔,😕,😰,💣"
videos,"🎥,📹,📱,📽️,💬"
si,"🇮🇹,🗣️,💬,🤔,🙇‍♂️"
word,"📝,📖,📚,💬,📝"
kilo,"ilo,📏,📦,🚚,📉(Note:'ilo'isnotanofficialemoji,butI'musingitasacreativerepresentationofthekilogramsymbol.)"
relation,"🤝,❤️,👫,👭,🤝"
extension,"💼,➕,📈,🔄,📋"
application,"📱,💻,📝,📥,💼"
developments,"💡,📈,🔄,🌱,🚀"
einstein,"🎭,🧮,🔬,🏫,🧠"
view,"👁️,🤯,🖼️,📸,🔍"
equation,"🔢,🌐,📝,📏,📊"
equivalence,"🌟,≡,🤝,🔄,⚖️"
frame,"🧤,🖼️,🧱,📽️,🎞️"
culture,"🌍,🎭,📚,🎶,🕌"
religion,"🕌,🕍,🕋,🕯,🕰"
worship,"🕌,📋,🕯,🙇‍♂️,🙇‍♀️"
rise,"☀️,☝️,🌅,🔝,🌋"
deity,"💫,🌟,👑,🌈,☘️"
tradition,"🏠,👵️,🕺,🕯️,📜"
symbolism,"🎭,⚛️,📜,🔮,🌟"
connection,"🤝,❤️,💬,🔗,🌐"
indicator,"📊,❗️,🔍,📈,📉"
people,"👥,🤝,👨‍👩‍👧‍👦,🙋,👭"
asia,"🇦🇿,🇮🇳,🇯🇵,🇨🇳,🇻🇳"
china,"🇨🇳,azaar,🥢,🏯,🐉"
civilisation,"🌍,🏙️,🏛️,📚,👨‍💼"
rome,"🇮🇹,🏛️,🌼,🍝,ridge_at_night"
nomad,"🌍,🚐,🛰,🌄,🌅"
technology,"💻,📱,🔧,💡,📈"
directories,"📂,🔍,📁,🔗,📦"
period,"🩹,🔵🔵🔵,🌸,☹️"
beginning,"🔵🌱🌐📜,where🔵representsanewbeginning(asinafreshstartoranewidea),🌱representsaseedorsprouting(symbolizinggrowthandnewness),🌐representstheworld(asinthebeginningofsomethingnewintheworld),and📜representsascrollorbook(asinthebeginningofastoryoranew"
writing,"📝,📓,📚,📝,🖊️"
antiquity,"🏛️,📜,📖,👑,🏛️"
span,"🌐,🔍,📏,📊,📈"
year,"📅,⏳,🔛,🌙,🌞"
notes,"📝,📄,📝🔄,📝🔢,📝📵"
sources,"📚,📝,🔗,📡"
expedition,"🌍,🚗,🗺️,🌄,🐯(Globe,car,map,mountains,tiger)"
place,"🌍,🏠,🌃,🏙️,🏖️"
april,"🔵,🌺,🐰,🌞,🌸"
campaign,"🗣️,📣,🗳️,📈,📊"
war,"💣,🛍️,🎖️,🛡️,🚁"
force,"💪,💥,🔪,🌋,🌀"
steele,"🛡️,🗝️,🔒,🏺,🛡️"
greenville,"🌳,🏙️,🌿,💧,🌞"
mississippi,"🇺🇸,🏊,🌊,🌽,🌵"
attention,"👁️,🗣️,🔍,💭,💠"
louisiana,"🇺🇸,🐠,🌵,🏙️,🌊"
corps,"🦼,🤝,🚒,🚨,🏥"
skirmishing,"🛡️,🗡️,🏹,🥋,🏆"
side,"☜,⛺,↺,↙,↖"
stage,"🎭,üh,📹,🎤,🎟️"
slave,"👩‍🍳,👦‍🍳,🏥,🔓,🏛️"
edward,"🦖,🤵,📚,📜,📜"
family,"👨‍👩‍👧‍👦,👪,🏠,👶,👶‍👩️‍👦"
succession,"👑,👥,🏆,🔄,📈"
reign,"👑,🏰,🎯,👥,🏹"
burial,"🕯️,🗼,🏛️,🪦,🕊️"
translation,"📖,🔄,🌐,🗣️,🌟"
dispute,🤝🙅‍♂️🤨🗣️🤨
bone,"🦴,🦶,🦴‍🤝‍🦴,🦴🔪,🦴🔬"
church,"🕍,🏛,🕍️,👨‍🤝‍👨,💒"
martyr,"🕍,💔,💣,🕯️,⚰️"
king,"👑,🏰,rown,🎩,🏛️"
july,"🌞,🍦,🎆,🌺,🌽"
he,"👨‍🦲,👦,👦‍🦲,👦🏽,👦🏿"
son,"👦,👦‍🦱,👧,👦🦰,👶"
edgar,"📚,🦔,📜,📜📖,🎭(Theseemojisarenotthemostaccurate,as'Edgar'isanameandtheseemojisdonotdirectlyrelatetothename,buttheyareoftenusedinreferencetocharactersnamedEdgarinliteratureandtheater,suchasEdgarfromShakespeare'sKingLearandEdgarAllanPoe'"
throne,"рон,🤺,👸,🏰,👑"
supporter,"🤝,💛,👥,🏆,🙌"
rivers,"🌎,💧,🚣,🌊,🌃"
islands,"🌶️,🏝️,🌴,🌊,🌴"
forest,"🌲,🌿,🌳,🌺,🌓(Theseemojisrepresenttrees,leaves,forest,flowers,andmoonset,whichcanbeassociatedwithaforestscene.)"
concern,"😟,ressed_face,😕,😓,😮"
solar,"☀️,🌞,🌒,🌞‍☀️,🌠"
print,"📜,🖱️,ruffle_pages,📄,📰"
ireland,"🇮🇪,🏰,🍰,🌧,🍹"
island,"🌴,🏝,🌊,🌴,☀️"
europe,"🇪🇺,🏰,🌻,🏛️,🌄"
ocean,"🌊,🌴,🐬,🐠,🌊"
km,"🗺️,🚶‍♂️,🚶‍♀️,🏃‍♂️,🏃‍♀️"
mi,"🇲🇽,🎶,🎭,🥳,💃"
south,"🌎,☀️,🌞,🌏,🌊"
west,"🌅,🌏,🌄,🌵,🌉"
ii,"😊,👍,💭,💬,🤝"
ibrahim,"🕋,👴,📜,Koran,🗺️"
hawking,"pus,🎭,💡,🔬,🌌"
painting,"🎨,🖌️,🎨🔵,🎨🔴,🎨🔵🔵"
painter,"🎨,🖌,🎨👨‍🎨,🎨👩‍🎨"
beg,"🙇‍♂️,💸,🥱,😓,💔"
ruler,"📏,rown,👨‍🏫,📈,📊"
sultanate,"🏰,👑,🇹🇿,💰,🕌"
man,"👦,👨‍🦳,👨‍🦽,🕺,👨‍💼"
horse,"🐎,🏇,🎠,🎡,🌳"
meadow,"🌿,🌼,🐝,🌞,🌺"
institute,"🏫,📚,📝,📜,👨‍🏫"
studies,"📚,📝,💭,🎓,🔍"
academy,"🏫,📚,📝,🎓,🧑‍🏫"
sciences,"🔬,🧪,📚,🧠,🔍"
petersburg,"🇷🇺,🏰,🏙️,🌨️,🌆"
sultan,"👑,🏰,💫,💰,🕌"
emperor,"👑,🇩🇿,🏯,Browser,rown"
france,"🇫🇷,🥐,inchaud,🏛️,🍷"
peninsula,"🌎,⚓,🏖,🌊,🌉"
empire,"🗓️,🏰,👑,🏛️,🌐"
russia,"🇷🇺,❄️,🏰,inks,🐧"
serbia,"🇷🇸,🏰,🏞️,🇪🇺,🏛️"
americas,"🌎,🇺🇸,🏙️,🌵,🌄"
brazil,"🇧🇷,🏫,🏆,🌄,🌅"
latin,"🇪🇸,📚,🎶,🎭,🇮🇹"
french,"🇫🇷,🥐,🍷,🎭,💃️"
empress,"👑,🏯,👑,рон,👑"
equivalent,"🔄,⚖️,👊,🤝,🌟"
wife,"👩‍🤝‍👨,💍,👧,👩,👶"
singer,"🎤,🎼,🕺,🎧,🎶"
yamamoto,"🇯🇵,🥔,🎤(YamamotoisaJapanesesurname,yamisatypeofrootvegetable,andKennyG,afamousJapanesesaxophonistnamedKennyGoftenusesyamamotoreedsforhisinstruments)"
may,"😐,🤔,🕰️,🔮,🤷‍♀️"
lyricist,"🎤,📝,🎼,💭,🎶"
composer,"🎵,🎼,🎶,🎹,📝"
journalism,"📰,🗞️,🔍,💬,💡"
wonder,"🤩,😮,💡,🌟,🤔"
album,"📀,🎵,🎶,📦,🎧"
afraid,"😨,😰,😱,😵,😱"
surprise,"unnedash,😮,😲,🤯,😵"
artist,"🎨,🎨palette,🎶,🎭,🖼️"
